ensg	lof.pLI	lof.z_score	mis.z_score	syn.z_score
ENSG00000256797	3.39E-03	8.21E-01	-1.48E-01	7.84E-01
ENSG00000139187	8.30E-04	7.84E-01	1.22E+00	6.84E-01
ENSG00000188883	1.02E-14	-1.52E+00	-3.42E+00	-3.31E+00
ENSG00000213809	1.29E-16	-1.29E+00	4.27E-01	3.16E-01
ENSG00000117009	1.48E-01	2.23E+00	1.52E+00	-4.39E-01
ENSG00000118058	1.00E+00	1.45E+01	8.79E+00	3.29E+00
ENSG00000272333	1.00E+00	1.15E+01	2.74E+00	-4.02E+00
ENSG00000055609	1.00E+00	1.37E+01	4.31E+00	3.06E-01
ENSG00000167548	1.00E+00	1.65E+01	4.72E+00	-8.24E-01
ENSG00000005483	1.00E+00	8.50E+00	1.44E+00	-1.31E-01
ENSG00000183955	1.00E+00	4.38E+00	2.27E+00	5.37E-01
ENSG00000110066	1.00E+00	6.61E+00	3.75E+00	1.52E+00
ENSG00000133247	2.69E-04	2.05E+00	3.19E-01	-1.86E+00
ENSG00000162456	7.17E-05	-2.00E-01	-3.97E-01	-1.35E-01
ENSG00000171798	6.63E-24	3.19E+00	-4.56E-01	-1.44E+00
ENSG00000113889	8.11E-01	3.18E+00	9.26E-01	4.96E-01
ENSG00000137812	1.00E+00	6.76E+00	-4.99E-01	7.37E-01
ENSG00000103550	4.83E-07	1.59E+00	7.31E-01	5.99E-01
ENSG00000128944	1.91E-09	9.28E-01	-2.45E-01	-5.15E-02
ENSG00000184445	2.09E-22	2.91E+00	1.48E+00	3.69E-01
ENSG00000114030	1.00E+00	4.43E+00	3.25E+00	9.61E-01
ENSG00000182481	1.37E-02	2.77E+00	1.82E+00	1.82E-01
ENSG00000102753	1.00E+00	4.29E+00	3.19E+00	5.49E-01
ENSG00000186432	9.99E-01	3.53E+00	2.12E+00	-2.00E-01
ENSG00000196911	3.50E-05	1.86E+00	7.37E-01	-1.40E-01
ENSG00000025800	1.00E+00	5.68E+00	4.26E+00	1.19E+00
ENSG00000185467	2.94E-17	1.01E-01	2.83E-01	-1.28E-01
ENSG00000108424	1.00E+00	7.04E+00	6.70E+00	6.67E-01
ENSG00000203786	1.34E-01	-3.76E-01	-4.62E-01	2.99E-01
ENSG00000118162	8.36E-10	1.48E+00	5.46E-01	-1.04E+00
ENSG00000133703	9.99E-01	3.39E+00	3.09E+00	5.77E-01
ENSG00000133619	6.14E-32	-1.50E-01	-1.06E+00	-8.31E-01
ENSG00000184619	2.77E-01	7.14E-01	1.27E+00	1.88E+00
ENSG00000240747	2.33E-02	1.06E-01	-8.88E-01	-1.02E-01
ENSG00000172086	7.39E-03	8.75E-01	7.46E-01	2.96E-01
ENSG00000183762	3.42E-05	2.12E+00	1.26E+00	8.18E-01
ENSG00000131650	2.93E-16	-4.50E-01	-2.53E+00	-3.94E+00
ENSG00000129347	1.44E-24	9.55E-01	2.32E-01	-7.48E-02
ENSG00000001631	1.14E-01	2.66E+00	8.93E-01	3.46E-01
ENSG00000111615	9.17E-03	2.57E+00	4.14E-01	8.14E-01
ENSG00000167768	4.56E-04	3.07E+00	8.65E-01	5.58E-01
ENSG00000186395	4.98E-09	2.09E+00	2.73E-01	-1.03E+00
ENSG00000187242	7.36E-09	1.52E+00	1.06E+00	2.83E-01
ENSG00000171401	1.67E-06	1.87E+00	3.27E-01	-6.31E-01
ENSG00000186847	1.46E-07	1.75E+00	1.30E+00	3.98E-01
ENSG00000171346	2.74E-15	2.30E-01	3.05E-01	7.16E-01
ENSG00000186832	5.39E-14	5.03E-01	1.00E+00	1.14E+00
ENSG00000128422	1.21E-06	2.06E+00	8.43E-01	6.67E-01
ENSG00000111057	9.99E-01	3.75E+00	2.27E+00	9.24E-01
ENSG00000171345	2.84E-04	2.44E+00	8.05E-01	2.26E-01
ENSG00000172867	1.21E-09	1.42E+00	-3.47E-01	-2.06E-02
ENSG00000171431	5.42E-12	2.59E-01	2.71E-01	2.44E-01
ENSG00000213424	6.47E-03	2.24E+00	3.40E-01	7.40E-01
ENSG00000108244	1.92E-08	1.45E+00	6.82E-01	5.75E-01
ENSG00000167916	2.54E-09	9.94E-01	9.38E-01	9.75E-01
ENSG00000204897	2.16E-09	1.40E+00	6.35E-01	5.61E-01
ENSG00000186393	1.61E-12	3.13E-01	1.01E-01	9.94E-01
ENSG00000171446	3.48E-06	2.27E+00	-3.87E-01	1.02E+00
ENSG00000173908	1.73E-12	4.75E-01	5.23E-01	3.60E-01
ENSG00000186442	1.83E-08	1.44E+00	1.09E-01	-9.65E-01
ENSG00000094796	1.74E-06	2.01E+00	7.59E-01	2.69E-01
ENSG00000108759	1.37E-16	-5.91E-01	2.89E-01	4.20E-01
ENSG00000006059	7.40E-17	-4.07E-01	-5.23E-03	1.57E-01
ENSG00000131738	1.08E-10	1.05E+00	7.43E-02	-3.90E-01
ENSG00000131737	5.93E-09	1.48E+00	-2.07E-01	2.39E-02
ENSG00000197079	1.16E-09	1.41E+00	4.43E-01	1.09E+00
ENSG00000126337	2.16E-13	6.31E-01	-1.03E-02	-3.32E-01
ENSG00000108417	2.88E-12	5.79E-01	1.58E-01	-2.30E-02
ENSG00000171360	1.62E-17	-3.92E-01	-6.26E-01	-5.67E-01
ENSG00000196859	8.74E-14	8.62E-01	6.88E-01	1.09E+00
ENSG00000170477	1.26E-13	9.31E-01	5.62E-01	4.96E-01
ENSG00000204889	5.61E-15	-5.15E-02	-2.09E-01	3.95E-01
ENSG00000186081	9.02E-01	3.68E+00	1.00E+00	-4.62E-02
ENSG00000205420	6.21E-05	2.71E+00	5.80E-01	-1.03E-01
ENSG00000185479	4.67E-07	1.86E+00	9.16E-01	1.39E+00
ENSG00000170465	7.23E-17	-2.71E-01	1.24E+00	5.09E-01
ENSG00000135480	1.22E-17	-7.36E-01	4.96E-01	-2.35E-01
ENSG00000139648	2.39E-12	8.27E-01	-4.68E-02	-5.30E-03
ENSG00000170486	4.50E-13	4.95E-01	-1.07E+00	-6.26E-01
ENSG00000186049	2.76E-14	6.47E-01	2.90E-01	6.27E-01
ENSG00000170484	1.35E-13	1.17E-01	-3.87E-01	-5.87E-01
ENSG00000170454	6.91E-10	1.57E+00	-5.96E-01	-4.47E-01
ENSG00000185069	3.49E-14	1.46E-01	-2.76E-01	-8.55E-01
ENSG00000189182	2.76E-12	8.56E-01	-1.02E-01	5.15E-01
ENSG00000170423	1.25E-20	-5.11E-01	2.44E-01	-5.29E-01
ENSG00000185640	2.48E-18	-4.91E-02	-1.08E-01	-3.23E-01
ENSG00000170421	6.29E-04	2.36E+00	1.94E+00	1.40E+00
ENSG00000167767	1.99E-09	1.66E+00	3.04E-01	4.00E-01
ENSG00000205426	4.43E-13	-4.34E-01	-3.04E-02	-8.05E-01
ENSG00000161850	7.96E-13	7.47E-01	-6.98E-02	-2.75E-01
ENSG00000170523	2.24E-17	1.80E-01	2.22E-01	-2.36E-01
ENSG00000161849	1.63E-09	1.34E+00	-1.18E+00	-9.39E-01
ENSG00000135443	2.12E-09	2.05E+00	6.97E-01	8.20E-03
ENSG00000170442	1.01E-07	1.23E+00	-4.53E-01	-6.36E-01
ENSG00000171403	6.55E-08	2.10E+00	7.30E-01	1.29E-01
ENSG00000188581	8.08E-03	1.14E+00	1.18E+00	1.13E-02
ENSG00000221880	8.68E-04	8.00E-01	8.66E-01	-1.56E-01
ENSG00000204887	2.30E-02	8.26E-01	-1.92E-01	3.59E-01
ENSG00000221852	4.65E-03	1.16E+00	-1.84E-01	-1.67E+00
ENSG00000215455	5.88E-02	-4.70E-01	4.23E-02	-2.28E-01
ENSG00000221859	3.67E-01	6.99E-01	-1.45E-01	-2.15E-01
ENSG00000243489	5.16E-02	-7.13E-01	-2.97E-01	-1.07E+00
ENSG00000189169	1.36E-01	-3.31E-01	3.76E-01	-1.09E-01
ENSG00000205445	1.60E-01	1.11E-02	4.16E-01	-2.51E-01
ENSG00000212935	NA	NA	-6.30E-01	-3.20E-01
ENSG00000215454	3.50E-01	6.27E-01	1.22E+00	1.09E+00
ENSG00000241123	8.99E-02	9.03E-02	-2.90E-01	-2.88E-01
ENSG00000188155	1.69E-01	1.01E-01	1.27E+00	8.53E-01
ENSG00000272804	4.14E-01	8.65E-01	1.15E+00	1.03E+00
ENSG00000187766	1.45E-01	-1.88E-01	2.70E-01	-3.93E-01
ENSG00000221837	2.12E-01	4.14E-01	-1.73E-01	-1.72E+00
ENSG00000182591	2.49E-07	-5.66E-01	7.68E-01	1.04E+00
ENSG00000187175	3.21E-01	4.77E-01	7.31E-01	3.17E-01
ENSG00000221864	1.82E-01	2.12E-01	4.73E-01	6.59E-01
ENSG00000205439	4.92E-03	-1.61E+00	5.54E-01	-3.28E-01
ENSG00000212933	1.26E-01	-5.62E-01	-1.56E-01	1.08E-01
ENSG00000198390	1.66E-01	6.97E-02	2.94E-01	-9.11E-01
ENSG00000182816	NA	NA	-2.58E-01	-1.19E-01
ENSG00000240432	1.23E-01	-6.44E-01	-8.19E-01	-9.26E-01
ENSG00000186971	3.68E-01	7.02E-01	3.76E-02	-3.35E-02
ENSG00000186970	4.11E-01	8.55E-01	-4.67E-01	-1.07E-01
ENSG00000212657	3.55E-01	6.48E-01	9.48E-04	-2.12E-01
ENSG00000186860	7.58E-01	1.92E+00	1.48E-01	-3.22E-01
ENSG00000184351	6.04E-03	-1.26E+00	9.98E-02	3.13E-01
ENSG00000186965	1.56E-02	-1.28E+00	2.57E-01	-5.55E-01
ENSG00000244025	1.79E-01	1.88E-01	4.06E-03	5.34E-01
ENSG00000186967	3.16E-01	4.41E-01	1.27E-01	1.28E-01
ENSG00000186977	5.95E-02	-4.52E-01	3.70E-01	-1.16E-01
ENSG00000186925	4.07E-01	8.43E-01	2.11E-01	8.93E-01
ENSG00000244362	2.42E-03	-1.21E+00	2.84E-01	-4.81E-01
ENSG00000206102	NA	NA	3.82E-01	-1.95E-01
ENSG00000212725	6.31E-02	-3.59E-01	1.55E+00	1.54E+00
ENSG00000214518	1.49E-01	-1.30E-01	1.19E+00	1.56E+00
ENSG00000212724	2.00E-04	-4.72E-01	1.32E+00	7.86E-01
ENSG00000213417	1.47E-02	6.17E-01	1.58E+00	4.36E-01
ENSG00000244624	1.43E-03	-8.36E-01	-1.40E-02	-4.39E-01
ENSG00000184032	8.81E-04	-5.62E-01	5.18E-02	6.77E-01
ENSG00000206104	2.65E-01	6.66E-01	4.25E-02	6.33E-01
ENSG00000187005	5.72E-01	1.26E+00	8.70E-01	9.42E-01
ENSG00000187026	1.89E-01	2.65E-01	1.60E-01	2.01E-01
ENSG00000231068	3.07E-01	3.73E-01	3.05E-01	2.96E-01
ENSG00000186924	1.96E-01	3.20E-01	5.24E-01	4.54E-01
ENSG00000206106	3.12E-01	4.16E-01	8.35E-02	4.07E-01
ENSG00000186980	3.13E-01	4.24E-01	2.92E-01	-1.01E-01
ENSG00000188694	4.52E-01	9.75E-01	-5.79E-01	-5.24E-01
ENSG00000232263	6.17E-02	-3.95E-01	-3.15E-01	-3.67E-01
ENSG00000197683	3.29E-01	5.23E-01	5.02E-02	-1.79E-01
ENSG00000206107	2.02E-02	-8.21E-01	-1.58E-01	-4.97E-01
ENSG00000212658	2.95E-01	2.63E-01	2.20E-01	9.23E-01
ENSG00000212901	1.67E-02	3.35E-01	1.29E-01	3.88E-01
ENSG00000212900	4.07E-01	1.32E+00	3.92E-01	-6.77E-03
ENSG00000212899	3.02E-05	-1.08E+00	6.11E-01	-2.13E-01
ENSG00000198443	1.16E-01	-9.05E-01	6.86E-01	3.83E-01
ENSG00000212721	7.53E-03	-1.75E-01	-4.16E-01	-1.10E+00
ENSG00000213416	5.68E-02	2.65E-01	5.58E-01	2.92E-01
ENSG00000241241	NA	NA	-1.30E+00	-1.07E+00
ENSG00000244537	3.29E-01	5.22E-01	1.96E-02	4.07E-01
ENSG00000196156	4.42E-02	-1.08E+00	7.14E-01	5.97E-01
ENSG00000171396	3.88E-02	-1.52E+00	5.63E-01	-6.71E-01
ENSG00000198271	4.28E-01	9.07E-01	8.00E-01	2.30E-01
ENSG00000198090	1.53E-01	5.83E-01	-3.43E-01	-6.27E-01
ENSG00000240871	2.90E-01	7.59E-01	-6.45E-01	-9.51E-01
ENSG00000204880	3.70E-01	9.96E-01	5.88E-01	3.78E-01
ENSG00000212722	3.69E-04	-5.92E-01	-6.70E-01	-1.45E+00
ENSG00000205869	3.57E-02	-1.36E-01	6.06E-01	9.49E-01
ENSG00000204572	4.91E-01	1.47E+00	5.65E-01	8.70E-01
ENSG00000204571	1.03E-02	-5.94E-01	-1.43E-01	-8.17E-01
ENSG00000205867	2.99E-01	3.02E-01	8.10E-01	4.83E-01
ENSG00000196224	3.31E-01	8.90E-01	1.22E+00	1.07E+00
ENSG00000241598	NA	NA	9.54E-01	5.38E-01
ENSG00000185940	3.82E-01	1.03E+00	2.72E+00	1.10E+00
ENSG00000205864	6.22E-02	3.35E-01	-3.36E-01	3.76E-01
ENSG00000244411	3.95E-01	1.06E+00	9.45E-01	1.48E+00
ENSG00000241233	3.34E-01	1.17E+00	1.09E+00	1.44E+00
ENSG00000254997	7.80E-02	4.97E-01	7.40E-01	8.30E-01
ENSG00000184724	1.22E-03	-3.47E-01	5.45E-01	2.55E-01
ENSG00000186930	1.18E-02	-2.06E+00	-1.13E-01	-1.56E-01
ENSG00000212938	7.12E-03	5.85E-01	4.49E-01	-9.95E-02
ENSG00000274749	1.43E-01	5.26E-01	3.01E-01	-1.14E-01
ENSG00000183640	4.19E-02	4.93E-01	2.11E-01	1.83E-01
ENSG00000240542	3.52E-04	9.40E-01	-4.60E-02	-7.28E-01
ENSG00000239886	1.65E-04	4.39E-01	4.84E-01	-2.26E-01
ENSG00000204873	8.64E-05	1.92E-01	-9.20E-01	-1.28E+00
ENSG00000241595	1.16E-02	1.05E+00	-1.61E-01	-1.14E+00
ENSG00000212659	3.38E-02	7.16E-01	1.09E+00	3.40E-02
ENSG00000180386	3.96E-01	8.06E-01	5.83E-01	-3.05E-01
ENSG00000187272	8.96E-04	5.60E-01	-1.71E-01	-1.88E+00
ENSG00000198083	1.61E-04	4.30E-01	2.13E-01	-4.66E-01
ENSG00000163463	1.39E-02	1.33E+00	2.54E-01	2.01E-01
ENSG00000157992	3.12E-06	2.93E-01	-7.73E-01	-1.58E+00
ENSG00000188508	1.24E-03	1.14E+00	3.42E-01	-3.53E-02
ENSG00000141068	9.92E-01	4.86E+00	2.00E+00	-3.16E-01
ENSG00000171435	1.00E+00	6.65E+00	4.18E+00	9.69E-01
ENSG00000198841	1.19E-03	3.92E-01	4.92E-01	7.34E-01
ENSG00000126777	2.51E-05	2.65E+00	-8.79E-02	-3.99E-01
ENSG00000105700	8.53E-02	1.57E+00	1.29E+00	3.09E-01
ENSG00000174611	9.05E-07	2.80E+00	1.69E+00	1.71E+00
ENSG00000171097	4.33E-14	9.92E-01	1.56E+00	2.19E-01
ENSG00000137944	2.79E-06	8.83E-01	7.50E-01	1.41E+00
ENSG00000115919	1.06E-08	1.26E-01	1.09E-01	7.85E-01
ENSG00000240563	2.96E-06	4.99E-01	-1.18E+00	-2.15E+00
ENSG00000087299	2.07E-06	2.05E+00	2.26E-01	1.89E-01
ENSG00000126790	8.72E-14	-1.43E+00	-1.74E+00	-1.88E+00
ENSG00000185513	1.54E-15	2.64E+00	8.97E-01	-1.83E-01
ENSG00000100395	2.00E-05	3.89E+00	2.43E+00	8.13E-01
ENSG00000198945	1.00E+00	4.78E+00	1.41E+00	1.40E-01
ENSG00000154655	5.97E-04	2.35E+00	8.37E-01	-1.12E-01
ENSG00000179630	1.39E-07	8.07E-01	1.59E+00	4.72E-01
ENSG00000135413	2.91E-05	5.32E-02	4.34E-01	-2.80E-01
ENSG00000103642	4.86E-08	1.21E+00	-2.85E-01	-7.33E-01
ENSG00000147592	2.96E-06	2.76E-01	4.90E-01	-1.24E-01
ENSG00000215906	3.68E-10	3.84E-01	-2.19E-01	-1.01E+00
ENSG00000159166	6.10E-19	-2.58E-02	1.98E-01	8.29E-01
ENSG00000089692	1.20E-07	1.97E+00	-7.99E-01	-1.47E+00
ENSG00000167613	9.19E-07	1.29E+00	-1.27E-01	-4.58E-01
ENSG00000167618	9.35E-06	-9.55E-02	-1.15E-02	-4.58E-01
ENSG00000167531	6.79E-05	9.58E-02	5.24E-01	-1.48E-01
ENSG00000101680	5.89E-35	6.21E+00	1.77E+00	8.08E-01
ENSG00000196569	1.05E-48	4.14E+00	1.28E+00	7.01E-01
ENSG00000053747	6.37E-45	5.31E+00	2.65E+00	2.06E+00
ENSG00000112769	3.32E-19	4.45E+00	2.04E+00	1.64E+00
ENSG00000130702	6.07E-58	4.80E+00	-2.68E+00	-6.77E+00
ENSG00000091136	4.98E-13	6.02E+00	1.15E+00	9.98E-01
ENSG00000172037	2.29E-18	5.44E+00	2.87E+00	2.31E+00
ENSG00000196878	6.28E-23	3.00E+00	8.89E-01	7.91E-01
ENSG00000091128	2.07E-47	5.22E-01	1.27E+00	1.22E+00
ENSG00000135862	1.00E+00	8.69E+00	2.44E+00	8.47E-01
ENSG00000058085	1.56E-20	3.28E+00	1.33E+00	1.36E+00
ENSG00000050555	8.70E-33	2.31E+00	7.90E-01	9.34E-02
ENSG00000185896	1.00E+00	4.16E+00	5.82E-01	1.13E-02
ENSG00000078081	8.18E-06	1.35E+00	7.34E-01	9.72E-01
ENSG00000125869	8.54E-15	-9.36E-01	-3.42E-01	-4.98E-01
ENSG00000149357	1.86E-01	2.02E+00	1.72E+00	1.86E-01
ENSG00000116586	9.40E-01	2.64E+00	1.99E+00	4.33E-01
ENSG00000109270	3.40E-03	2.29E-01	2.26E-01	1.08E+00
ENSG00000188186	6.41E-05	-2.51E-01	-4.77E-01	-1.61E+00
ENSG00000134248	7.00E-03	5.77E-01	3.96E-01	4.96E-01
ENSG00000115365	2.42E-15	-6.39E-02	-4.89E-01	-1.21E-01
ENSG00000132434	7.90E-07	2.22E+00	1.85E-01	-1.99E-01
ENSG00000002549	1.09E-07	1.55E+00	6.79E-01	-7.71E-01
ENSG00000068697	6.84E-04	9.45E-01	-1.38E-01	-1.39E-02
ENSG00000104341	2.75E-06	-2.67E-01	-5.77E-01	-5.28E-01
ENSG00000162511	1.14E-01	2.15E+00	9.42E-02	-8.58E-01
ENSG00000133424	5.73E-04	4.27E+00	2.71E+00	-5.00E-01
ENSG00000165905	1.74E-21	5.48E-01	-5.75E-02	-9.24E-01
ENSG00000155506	1.00E+00	6.36E+00	3.67E+00	-2.46E-01
ENSG00000138709	7.76E-14	1.83E+00	9.77E-01	6.50E-01
ENSG00000161813	1.00E+00	4.47E+00	1.09E+00	7.80E-01
ENSG00000107929	1.00E+00	5.55E+00	1.99E+00	3.05E-01
ENSG00000166173	1.38E-04	1.59E+00	4.68E-01	-1.39E+00
ENSG00000174720	3.36E-11	7.97E-01	-9.89E-01	-1.87E+00
ENSG00000133706	1.15E-13	3.07E+00	1.62E+00	8.65E-01
ENSG00000011376	2.19E-11	2.75E+00	1.64E+00	6.51E-01
ENSG00000002834	9.99E-01	3.88E+00	2.49E+00	4.48E-01
ENSG00000213658	9.94E-01	3.84E+00	1.32E+00	4.78E-01
ENSG00000086730	3.07E-03	2.80E+00	6.67E-01	-1.24E-01
ENSG00000131023	1.00E+00	6.42E+00	3.86E+00	1.99E-01
ENSG00000150457	9.84E-01	4.50E+00	1.22E+00	-1.69E+00
ENSG00000122188	7.46E-04	7.46E-01	7.22E-01	1.03E+00
ENSG00000204381	1.06E-07	1.08E+00	-2.25E-02	3.10E-01
ENSG00000213626	6.82E-02	1.29E+00	8.84E-01	-8.46E-02
ENSG00000162194	5.66E-09	3.45E-01	-2.20E-01	7.44E-01
ENSG00000129988	6.98E-14	4.16E-01	5.34E-01	9.79E-01
ENSG00000143815	9.73E-01	4.56E+00	9.49E-01	1.82E+00
ENSG00000138136	4.45E-01	2.08E+00	5.18E-01	-3.78E-01
ENSG00000179528	5.23E-03	7.16E-02	2.75E-01	9.47E-02
ENSG00000135338	2.76E-07	2.01E+00	4.05E-01	-1.03E-01
ENSG00000157578	1.03E-05	1.06E+00	1.35E+00	1.23E+00
ENSG00000213398	7.65E-01	3.41E+00	2.37E+00	-1.23E-01
ENSG00000186844	1.05E-01	1.00E+00	-1.90E-02	-7.09E-01
ENSG00000196734	3.67E-02	-1.09E-01	-9.27E-02	1.14E-01
ENSG00000197084	5.71E-04	-8.76E-01	3.79E-01	-1.09E+00
ENSG00000172155	1.65E-02	-1.57E-01	1.08E+00	9.09E-02
ENSG00000186226	4.01E-02	4.67E-01	-1.52E-01	-6.00E-01
ENSG00000240386	1.33E-03	1.16E-01	-8.63E-02	-5.65E-01
ENSG00000187173	3.55E-01	6.51E-01	-1.23E-01	-7.33E-01
ENSG00000159455	3.24E-01	4.92E-01	-9.52E-01	-1.32E+00
ENSG00000187180	3.40E-01	5.77E-01	-1.10E+00	-5.91E-01
ENSG00000187223	3.55E-01	6.51E-01	-4.36E-01	-1.59E-01
ENSG00000185962	3.26E-01	5.03E-01	-2.76E-01	-9.76E-03
ENSG00000163202	NA	NA	2.15E-01	7.30E-02
ENSG00000185966	1.88E-01	2.59E-01	-3.49E-01	6.99E-01
ENSG00000187170	1.09E-01	-1.36E+00	3.34E-01	3.27E-01
ENSG00000186207	1.40E-01	-2.75E-01	4.03E-01	4.54E-01
ENSG00000235942	6.35E-03	-1.18E+00	-1.85E-01	-1.53E-01
ENSG00000182866	1.00E+00	5.42E+00	3.54E+00	-2.67E-01
ENSG00000172954	1.41E-01	2.72E+00	1.27E+00	3.96E-02
ENSG00000205629	2.53E-04	1.59E+00	5.79E-01	1.53E-01
ENSG00000168806	2.26E-09	1.41E+00	-1.90E+00	-1.66E+00
ENSG00000160349	2.76E-10	-6.46E-01	2.22E-01	5.80E-01
ENSG00000187922	8.40E-05	1.10E+00	-8.13E-02	-6.56E-01
ENSG00000184925	4.00E-04	1.18E+00	3.60E-01	-4.93E-01
ENSG00000177984	2.83E-09	-9.56E-01	-1.50E-01	-7.12E-01
ENSG00000148346	8.94E-10	6.67E-02	5.81E-01	5.99E-01
ENSG00000267206	3.94E-06	5.87E-01	-7.80E-02	-2.11E-01
ENSG00000204001	9.06E-05	1.12E+00	5.10E-01	-3.24E-01
ENSG00000148386	5.37E-10	-1.22E+00	-1.67E-01	-5.06E-01
ENSG00000214402	6.59E-06	-1.47E+00	-7.65E-01	-7.50E-01
ENSG00000196233	1.00E+00	5.34E+00	2.06E+00	1.20E+00
ENSG00000178177	1.00E+00	6.92E+00	2.86E+00	2.53E+00
ENSG00000136167	1.00E+00	4.87E+00	2.65E+00	1.29E+00
ENSG00000043462	9.97E-01	4.25E+00	9.90E-01	4.44E-01
ENSG00000115850	1.72E-11	5.35E+00	4.99E+00	2.52E+00
ENSG00000188501	1.09E-19	5.08E-01	6.98E-01	3.14E-01
ENSG00000011638	4.66E-02	1.35E+00	1.23E+00	8.04E-01
ENSG00000118961	1.27E-08	7.23E-01	1.18E+00	1.08E+00
ENSG00000198728	1.00E+00	5.23E+00	3.49E+00	-8.91E-01
ENSG00000169744	9.98E-01	3.82E+00	2.29E+00	6.72E-01
ENSG00000122367	1.51E-11	2.29E+00	9.06E-01	6.15E-01
ENSG00000134333	7.74E-01	2.71E+00	2.23E+00	9.69E-01
ENSG00000166800	3.62E-04	1.52E+00	4.42E-01	1.95E-01
ENSG00000171989	9.08E-02	1.01E-01	-5.44E-01	-1.22E+00
ENSG00000111716	3.87E-03	1.67E+00	9.87E-01	8.75E-01
ENSG00000166796	2.79E-03	-3.26E-01	-1.01E-01	-5.31E-01
ENSG00000166816	1.96E-20	-3.14E-01	-1.13E+00	-2.05E+00
ENSG00000130164	1.25E-30	6.84E-01	6.05E-01	5.64E-02
ENSG00000203985	1.53E-06	9.03E-01	-1.55E-01	2.11E-01
ENSG00000187942	6.15E-10	-2.21E-01	-5.83E-01	-8.87E-01
ENSG00000179241	3.46E-06	1.29E+00	9.18E-01	1.74E+00
ENSG00000168675	6.38E-01	2.43E+00	1.81E+00	4.84E-01
ENSG00000157978	1.28E-08	1.05E+00	4.90E-01	3.93E-01
ENSG00000164406	3.62E-06	-8.28E-01	5.41E-02	2.82E-01
ENSG00000145826	6.83E-02	1.29E+00	3.48E-01	5.19E-01
ENSG00000138795	9.96E-01	3.86E+00	2.19E+00	4.64E-01
ENSG00000243709	1.41E-07	1.41E-02	5.04E-01	8.23E-02
ENSG00000143768	3.55E-01	2.39E+00	8.62E-01	2.79E-01
ENSG00000197980	1.22E-04	8.10E-01	1.92E-01	-4.97E-01
ENSG00000203784	4.99E-02	-7.82E-01	1.06E-01	-6.45E-01
ENSG00000186007	1.69E-04	-1.57E-01	2.45E-01	-4.06E-01
ENSG00000161904	1.42E-08	1.53E+00	-1.19E+00	-2.91E+00
ENSG00000174106	4.00E-01	3.57E+00	-1.25E+00	-2.27E+00
ENSG00000163352	4.45E-02	5.29E-01	7.12E-01	5.10E-01
ENSG00000105617	1.50E-13	-8.61E-01	-9.18E-01	-1.31E+00
ENSG00000167615	1.00E+00	6.23E+00	1.09E+00	-1.84E+00
ENSG00000275183	3.42E-01	5.87E-01	-4.45E+00	-4.34E+00
ENSG00000166477	9.89E-01	4.06E+00	1.87E+00	7.93E-01
ENSG00000174697	7.03E-03	1.09E+00	1.83E+00	-1.62E+00
ENSG00000116678	9.32E-05	4.79E+00	2.07E+00	1.15E+00
ENSG00000213625	8.67E-01	2.28E+00	3.30E-01	-4.09E-01
ENSG00000104660	2.72E-02	2.17E-01	5.79E-01	2.71E-01
ENSG00000168924	1.37E-11	2.17E+00	1.71E+00	-1.21E+00
ENSG00000165046	7.00E-12	3.13E-01	3.16E-01	7.41E-01
ENSG00000050426	1.41E-06	1.54E+00	7.82E-01	-1.00E-01
ENSG00000213921	4.55E-02	8.37E-02	2.73E-01	1.64E-01
ENSG00000162398	6.35E-16	3.63E-01	9.32E-02	2.78E-01
ENSG00000106003	2.12E-02	2.39E+00	-1.47E-01	-1.82E+00
ENSG00000100097	1.90E-05	1.69E-01	4.09E-01	2.17E-01
ENSG00000133317	4.39E-12	2.15E-01	8.71E-01	8.15E-01
ENSG00000105198	5.78E-05	3.12E-01	9.32E-02	-3.87E-01
ENSG00000006659	2.18E-05	-6.07E-02	-1.84E-01	4.46E-01
ENSG00000249861	2.08E-06	-7.00E-01	-9.05E-01	-7.81E-01
ENSG00000100079	2.25E-02	1.07E+00	1.47E-01	-1.25E+00
ENSG00000131981	2.02E-04	9.72E-01	2.24E-01	2.54E-01
ENSG00000108679	2.09E-11	-6.75E-01	6.89E-01	6.07E-02
ENSG00000171747	2.53E-12	5.52E-01	9.74E-01	5.49E-01
ENSG00000178934	6.05E-01	1.48E+00	2.17E+00	2.05E+00
ENSG00000116977	2.18E-09	1.02E-01	6.82E-01	2.56E-01
ENSG00000168961	2.27E-06	1.35E+00	1.45E+00	9.77E-01
ENSG00000170298	3.04E-01	2.20E+00	3.66E+00	3.07E+00
ENSG00000171916	9.34E-01	2.83E+00	3.84E+00	2.78E+00
ENSG00000119862	1.10E-03	1.30E+00	7.36E-01	-4.18E-01
ENSG00000108231	1.00E+00	4.89E+00	3.49E+00	1.08E+00
ENSG00000153012	9.34E-05	2.33E+00	1.69E+00	2.30E-01
ENSG00000168481	5.57E-14	1.04E+00	1.16E+00	-8.90E-02
ENSG00000153902	5.88E-12	2.76E-01	-1.20E+00	-2.63E+00
ENSG00000100600	2.71E-04	2.05E+00	1.27E+00	2.34E-01
ENSG00000205213	1.19E-02	2.62E+00	5.72E-01	-2.25E-02
ENSG00000139292	1.01E-03	2.69E+00	6.31E-01	5.35E-01
ENSG00000133067	4.01E-10	2.09E+00	1.35E+00	2.37E-01
