gene	s_het
HSPA13	0.0104172
DALRD3	0.0104164
TAF1C	0.0104119
KRTAP11-1	0.0104108
CACNA1S	0.0104103
CREBZF	0.0104077
SPSB4	0.0104056
DCDC2	0.0104033
SNN	0.0104031
NOX4	0.0103991
INTU	0.0103952
CHST6	0.0103912
APOL4	0.0103885
MERTK	0.0103824
UPK1B	0.0103796
RINT1	0.0103792
UFSP1	0.0103769
TMEM61	0.0103746
WDR52	0.0103734
CYP27C1	0.0103716
DUT	0.0103709
RAG2	0.0103696
COL25A1	0.010367
HBE1	0.0103634
CCDC176	0.0103547
TUBGCP2	0.0103522
DYRK3	0.0103511
PCDHB6	0.0103477
CANT1	0.0103453
APOL1	0.0103431
ARMC9	0.0103349
DDHD2	0.0103321
SNRNP48	0.0103293
PSMB8	0.0103275
GCC1	0.010327
PCNXL2	0.0103221
OR2F2	0.010318
AVL9	0.0103174
UFSP2	0.010317
CTSK	0.0103135
CSPG4	0.0103119
C1orf122	0.0103115
POC1A	0.0103111
PECR	0.0103076
ACAT1	0.0103071
GNPDA2	0.0103052
RASSF2	0.0103044
PFKFB2	0.010301
CDH19	0.0102987
KLF1	0.0102956
ENO1	0.0102931
MCFD2	0.0102884
CNTROB	0.0102881
TPCN2	0.0102849
PCDH12	0.010283
FAM73B	0.0102828
FAM213B	0.0102755
FBXW5	0.0102732
GALR1	0.0102671
TAF13	0.0102661
ZWILCH	0.0102651
MCUR1	0.0102622
SLC36A3	0.0102603
ACP1	0.0102595
PPIB	0.0102575
WDR54	0.010256
BSPRY	0.0102548
DUS3L	0.0102461
C19orf54	0.010246
TPO	0.0102445
ACTL7A	0.0102378
GXYLT2	0.0102323
TICRR	0.0102298
OR2G2	0.010229
IFNLR1	0.0102252
GALNT14	0.0102182
PRDX3	0.010218
HSDL1	0.0102093
CD2BP2	0.0102039
ZNF619	0.0102006
LARS	0.0101956
DRAM1	0.010195
MME	0.0101915
WWP2	0.0101905
GADD45B	0.0101858
MIPEP	0.0101858
S100A14	0.0101829
CCNDBP1	0.0101825
PAGE5	0.0101792
CEP44	0.0101768
SIRT2	0.0101761
NFYB	0.0101731
C5orf51	0.0101725
GNPTAB	0.0101712
CPT1C	0.0101697
GDPD1	0.0101675
SOAT1	0.0101673
RAB37	0.0101537
WDR4	0.0101532
GPR142	0.0101525
FKBP15	0.0101479
ZKSCAN7	0.0101477
OSBPL1A	0.0101469
CCDC155	0.0101373
NOTUM	0.0101337
SHF	0.0101328
GEMIN5	0.0101316
VPS13B	0.0101307
IL20RA	0.0101295
POU5F2	0.0101165
BTG2	0.0101126
HCFC1R1	0.0101061
TARS2	0.0101053
MOV10L1	0.01009
CORO2A	0.0100895
CYB561D1	0.0100884
MSMB	0.0100815
TBX6	0.0100786
PYROXD1	0.0100784
OR2H2	0.0100782
C15orf27	0.0100766
KCNJ14	0.0100753
SCAMP3	0.0100753
CENPH	0.0100741
OLFML3	0.0100737
FZD6	0.0100713
GTF3C6	0.010071
NOXRED1	0.0100699
TREM1	0.0100697
ZCCHC7	0.010068
ZNF446	0.0100661
FGD2	0.0100648
CGNL1	0.0100644
RP11-724O16.1	0.0100565
DHRSX	0.0100509
POC5	0.0100494
PCNT	0.0100491
TESK2	0.0100488
LYRM7	0.0100474
SLC35D1	0.0100471
CKM	0.0100454
HSD17B7	0.0100441
GPR149	0.0100423
C1QTNF3	0.0100395
PSME2	0.0100393
SLC38A11	0.010036
FOXRED2	0.0100332
ATP1B4	0.0100293
MARS	0.0100281
OR10Q1	0.0100201
TRIM32	0.0100165
CTAG2	0.0100157
TMEM74B	0.0100116
CRYBB1	0.0100069
BAK1	0.0100062
CD34	0.010004
BANF2	0.00999607
CLEC14A	0.00999474
SLC22A15	0.00999233
GGCX	0.00999149
HOXB7	0.00998984
TMEM199	0.00998962
WDR46	0.00998835
GATAD1	0.0099837
POMT2	0.00998091
NEUROG3	0.00998078
DESI1	0.00997972
ARL10	0.00997644
B3GAT3	0.00997321
IMPG2	0.00997249
TNNT1	0.00997185
MCM10	0.00996892
SEPT14	0.00996888
LNP1	0.00996676
DHX16	0.00995904
SMOC1	0.00995635
SCN11A	0.00995596
AGBL2	0.00995146
RBL1	0.00995054
ATM	0.00994842
PPFIBP1	0.00994512
COX7A1	0.00994451
SPATA22	0.00994079
KRTCAP3	0.00993936
ALG10	0.0099346
SEMA5B	0.00993389
SPINT2	0.00993161
NDUFB5	0.00993048
CKAP2	0.00992659
AHCTF1	0.00992655
LDB3	0.00992117
PTGER2	0.00991919
MYH6	0.00991796
RNASEL	0.00991519
KLRC2	0.00991251
GPR162	0.00990965
KPNA5	0.00990951
CIAO1	0.00990413
SGCE	0.00989143
SNX20	0.0098907
SELENBP1	0.00988685
SLX4IP	0.00988085
ZSCAN5A	0.00987399
CA3	0.00987307
MRPL18	0.00987052
GDAP2	0.00986915
CD274	0.00986887
TC2N	0.00986602
PCDHA6	0.00986167
KLHDC8A	0.00986078
IL31RA	0.00985914
ELTD1	0.00985909
SLC15A4	0.00985637
NUAK2	0.00985494
GPR156	0.00985201
SIL1	0.0098384
ZNF645	0.00983594
IL12RB2	0.00983172
NLRP5	0.00982925
COX18	0.00982888
C15orf38	0.00982659
PVALB	0.00982266
TIMM10B	0.0098158
TXNL4B	0.00981179
RIC3	0.0098095
MTRF1L	0.00980559
COA1	0.00980343
AKR1B1	0.00979944
LDHB	0.00979814
HAGH	0.0097962
TMEM192	0.00979192
TNP2	0.00978994
ACO1	0.00978768
RFC5	0.00978687
ZNF71	0.00978245
GSTCD	0.00978076
SRFBP1	0.00977643
RIN3	0.00977302
CRIPT	0.0097713
SLC23A3	0.00976483
CLIC5	0.00976323
CERK	0.00975961
AKR1A1	0.00975485
MICU3	0.00975336
SIGLEC10	0.00975104
AK9	0.00974668
SLC22A6	0.00974518
DIRC2	0.00974404
HIST4H4	0.00973981
AGL	0.00973647
TSPAN33	0.0097357
SCGB2A2	0.00973382
BRCC3	0.0097329
XPC	0.00973134
LGR5	0.00973121
NECAP2	0.00972655
ZXDC	0.00972521
GIPC3	0.00972124
PEAR1	0.00972115
PDSS1	0.00971714
FFAR4	0.00971591
CCM2L	0.00971526
A4GALT	0.00971301
NCR1	0.00971108
YBEY	0.0097096
TSLP	0.00970847
CRB1	0.00970389
PIWIL4	0.00970315
TRAF5	0.00970142
IL24	0.00970047
GTF2A2	0.00969766
SAA4	0.00969636
ARHGEF25	0.0096934
ERCC3	0.00969283
TDP2	0.00968645
KNG1	0.00968332
USP53	0.00968163
ARMC6	0.00967629
ARMC2	0.00967598
SMIM21	0.0096752
MEA1	0.00967188
SCGB2A1	0.00967143
GINS4	0.00967008
STK36	0.00966841
SYTL1	0.00966689
TFPT	0.00966596
ERCC5	0.00966552
FAM209B	0.00966534
WSCD1	0.00966293
VAMP7	0.00965607
HEMK1	0.0096523
TIGD2	0.00964809
MBD4	0.00964795
AGXT	0.00964614
TIMMDC1	0.00964408
MASP1	0.0096436
PHPT1	0.00964276
GPRC5C	0.00964115
GPI	0.00964059
NDRG1	0.00963837
ZNF506	0.00963749
DHX34	0.00962728
RNASE13	0.00962669
TBC1D5	0.00962113
HOXA6	0.00961382
MMD2	0.0096071
C1orf27	0.00960655
HIVEP3	0.00960491
SUSD1	0.00960146
FGFR1OP2	0.00959825
HABP4	0.00959722
MRPL4	0.00959697
COG5	0.00959334
CDKN2AIPNL	0.00959006
C12orf29	0.00958997
QPCTL	0.00958989
GFRAL	0.00958904
TMEM139	0.00958359
ARHGEF10	0.00958242
CEL	0.00957967
SLC12A7	0.0095795
ZC2HC1C	0.00957915
ARL13B	0.00957688
PCDHGC5	0.00956783
ABCC8	0.00956675
BEST4	0.00956425
GPR3	0.00956236
ZNF212	0.00955957
TUBD1	0.0095555
PYGL	0.00955162
KLHDC7B	0.00954833
ZNF354B	0.00954722
KCTD14	0.00954268
GLB1L	0.00954065
HPSE2	0.00954045
SAMM50	0.00953893
ZNF699	0.00952914
ISLR	0.0095265
PRAMEF1	0.00952199
BIRC7	0.0095211
NUP43	0.00950952
STX8	0.00950301
MPDU1	0.00950189
SGSH	0.00950117
LRRC48	0.00949884
NANS	0.00949352
C16orf93	0.00948947
HEXIM2	0.00948439
HYPK	0.00948206
OR52E2	0.00948153
POLR3A	0.00948039
TM6SF1	0.00947917
KCNE1	0.0094772
THEM4	0.00947441
WDR89	0.00947106
RAB27A	0.00946779
NAGS	0.00946546
CBS	0.00946186
SLC9A5	0.00945584
DOC2A	0.00945382
PRKRA	0.00944897
NOS2	0.00944818
SNX15	0.00944625
TMEM95	0.00944011
RASA2	0.00943999
RGR	0.00943215
CABP5	0.00943047
CWC25	0.00942731
RAD51L3-RFFL	0.00942375
TBCE	0.0094202
RNF219	0.0094176
SLC9A9	0.00941738
TMCO6	0.00941658
PRKAA2	0.00941291
CDC42BPG	0.00941238
CLEC4G	0.00941107
RNF215	0.00940337
ATP13A4	0.00940046
LSG1	0.00939941
ATP6V0A4	0.00939682
EPM2A	0.00939349
HOXA4	0.00939272
NOC3L	0.00938866
GPR55	0.00938502
EIF2AK4	0.00938472
LRRK2	0.0093843
SGOL1	0.00938371
PRDM4	0.00938117
FOCAD	0.00937952
ACOT6	0.00937843
PDCD5	0.00937837
NHLRC3	0.00937835
TFEC	0.00937645
C5AR1	0.00937033
SLC26A7	0.00936535
SLC39A13	0.00936456
DNAJA4	0.00936385
HCAR2	0.00936378
TFF2	0.00936089
NUGGC	0.00935987
CNPY2	0.0093571
SNX14	0.00935249
FAP	0.00935136
C3orf36	0.00934983
PCDHGA3	0.00934881
KRT9	0.00934875
ALMS1	0.00934792
SPOCD1	0.00934785
ITGA2	0.00934767
TCTN3	0.00934715
ARHGEF19	0.00934645
ZNF142	0.00934407
IL1R2	0.00933807
TMEM8C	0.009332
DAW1	0.00932995
NDUFA6	0.00932811
ZNF804B	0.00932612
RSPH4A	0.00932464
MARCH8	0.00932347
LAMA2	0.00931942
VSIG2	0.00931372
GSDMD	0.00930836
ZNF177	0.00930533
NUDT17	0.00929685
TMPPE	0.00929361
SPRED2	0.00929146
PLA2G6	0.00929029
C9orf64	0.00928054
CAMK1	0.00927886
EDA2R	0.00927867
MRPL1	0.00927126
MEFV	0.00927113
MCF2L2	0.00926374
GPBP1L1	0.00926147
FAM117B	0.00925872
TMEM176A	0.00925791
NAT16	0.00925475
ARRDC4	0.00925352
NUMBL	0.00925311
SLC17A2	0.00924817
SLC26A6	0.00924728
ADAMTS4	0.00924682
TRMT13	0.0092453
GPX4	0.00924071
ETHE1	0.00923742
MTMR7	0.00923303
OR1J2	0.00922919
SAR1B	0.00922865
AK2	0.00922755
NOSTRIN	0.00922322
DDX52	0.00922322
TAPBP	0.00922149
ETFA	0.00921803
MMEL1	0.00921428
IGSF8	0.00921363
IDH3B	0.00921212
ERVFRD-1	0.00921086
TEX101	0.00920954
PALM	0.00920656
TNK2	0.00920348
UHRF1BP1	0.00919548
GPX3	0.00919147
NDUFB8	0.00918943
KIAA0408	0.00918694
LRRC8E	0.00918509
AL445989.1	0.00918401
SLC6A12	0.00918391
SLCO1C1	0.00918295
P2RY14	0.00918178
RMND1	0.00917593
YY1AP1	0.00917321
OGFOD1	0.00917231
HEATR2	0.00917184
C12orf50	0.00916829
CRNN	0.00916667
OR6C1	0.00916642
ANKRA2	0.00916378
C19orf70	0.00916058
MIXL1	0.00915742
ITGB3	0.00915352
RAB2B	0.00915091
C10orf35	0.00914995
BIRC2	0.00914862
MRPL47	0.0091416
IFT57	0.00913952
STON1	0.00913844
NBAS	0.0091331
LRRC58	0.00913216
MED22	0.00913021
TRPV5	0.00912987
CAPN2	0.00912949
GPATCH1	0.00912451
KRTAP5-9	0.00912288
DHX32	0.00912243
TRPM3	0.0091196
IL16	0.00911844
HOXB13	0.00911509
OR4K17	0.00910922
FAM45A	0.00910856
MED24	0.00910692
ZGPAT	0.00910584
PRR11	0.00910451
ACAD8	0.00910318
MRPL3	0.00909958
ZSCAN4	0.00909726
GCNT4	0.00908952
C12orf4	0.00908918
GPRC5A	0.00908878
C7orf55	0.00908829
POC1B	0.00908789
BANK1	0.00908714
OR7G2	0.00908635
FEN1	0.00908354
ADAMTS8	0.00908166
KLK3	0.00908075
GYLTL1B	0.00907662
TNS4	0.00907272
ZNF408	0.00907247
RAMP1	0.00907117
EMILIN1	0.00906545
USP44	0.00906258
PRSS21	0.00906181
ZHX1-C8ORF76	0.00905983
PAAF1	0.00905732
PARVG	0.00905631
FOXR2	0.00905439
WBSCR27	0.00905218
ZNF273	0.00904988
GFI1B	0.0090432
PRELP	0.00904242
ATP5H	0.0090413
CTRL	0.00904064
COL26A1	0.00903956
MREG	0.00903863
FOXR1	0.00903455
GPR161	0.00903422
SRXN1	0.00903018
ETV4	0.00902675
TMPRSS6	0.0090252
HTRA3	0.00902516
SLC4A1AP	0.00902507
DDRGK1	0.00902177
NVL	0.00902151
HAMP	0.00901929
CYSLTR2	0.00901917
SAAL1	0.00901906
RHCG	0.00901481
ZNF485	0.00901466
SPO11	0.00900859
CLEC3B	0.00900626
ABHD4	0.00900576
P4HA3	0.00900344
B9D1	0.00900245
HOOK2	0.00900049
ZNF614	0.00899949
ZNF23	0.00899653
NUP133	0.00899641
SHBG	0.008994
SDS	0.00899391
ZADH2	0.00899069
TRIM29	0.00898864
ACAT2	0.00898829
SCAMP4	0.00898721
GPD1	0.00898468
FASTKD5	0.0089833
SNAP47	0.0089831
ZDHHC18	0.00898303
SBSPON	0.00897879
ABCD4	0.00897767
MTO1	0.00897484
ARHGAP15	0.00897477
CD3EAP	0.00897426
ASZ1	0.00897242
HSPA1L	0.00896857
PCDHGB2	0.00896649
EMC1	0.00896567
SKA2	0.00896504
SLC22A7	0.00896225
ACTR8	0.00896166
CPAMD8	0.00895967
GPIHBP1	0.00895812
CXorf36	0.00895758
COL9A1	0.00895695
OR5D14	0.00895296
RDH16	0.00895218
ORM1	0.00895147
HLA-DQA1	0.00894936
KIAA1191	0.00894841
KCTD4	0.00894315
ZFP14	0.00894256
FANCC	0.00893989
UROS	0.00893871
ANKRD16	0.00893537
KIAA1324	0.00893378
FBXO44	0.00892896
KIAA0319	0.00892776
DIXDC1	0.00892742
LYAR	0.00891884
SLC52A3	0.008917
CD68	0.00891137
ZNF551	0.00890689
DNAL1	0.00890371
UBE2D4	0.00890227
RAD9B	0.00890205
TBCD	0.00890086
HPX	0.00890005
GUCY2C	0.00889904
BORA	0.00888981
ARFRP1	0.00888854
SAR1A	0.00888495
CLGN	0.00888433
ARHGAP10	0.00888425
WISP1	0.0088828
TSSK2	0.00888002
TAX1BP3	0.00887648
GALNT15	0.00887624
TATDN1	0.00887471
RPS19BP1	0.00887363
CABLES2	0.00887172
GAL3ST1	0.00887004
PRSS38	0.00886887
TTC5	0.00886816
AATF	0.0088676
ARSH	0.00886148
RP1-127H14.3	0.00885474
DAP3	0.00885457
SLC6A5	0.00884788
LIPH	0.00884602
MRPL15	0.00884592
KRT13	0.00884513
RPE	0.00884011
FAM107B	0.00883873
COL17A1	0.0088386
TXNDC16	0.00883848
ZNF627	0.00883507
C17orf47	0.00883498
LTB4R2	0.00883284
NIF3L1	0.00883141
LCA5	0.00883014
ABHD11	0.00882862
SPICE1	0.0088286
ZNF136	0.00882213
OR4D11	0.00881945
NUDT2	0.0088098
CCDC134	0.00880759
FKBP14	0.00880747
TMEM186	0.00880649
PMS2	0.00880368
MBOAT1	0.00880105
SEC14L5	0.00879596
B3GALNT2	0.00879498
C15orf40	0.0087946
AP3S2	0.00879292
RSPH3	0.00879261
USP13	0.00878822
CYP11B1	0.00878147
NEURL2	0.00877754
CWF19L2	0.00877302
GABRE	0.00876712
SPG21	0.00876261
IGFBP6	0.00876239
ATP5J2-PTCD1	0.0087583
UGT2B17	0.00875173
DGCR14	0.00875006
ISOC1	0.0087494
ABCA5	0.0087467
SERPINB2	0.008746
ADCK4	0.00874062
ZNF420	0.00874036
TRIP4	0.00873928
INO80C	0.00873841
STYK1	0.0087366
MARCH4	0.00873535
DDX43	0.00873529
PCDHGB6	0.00873507
GDF15	0.00873498
SEPN1	0.00873337
IFT88	0.00873291
KRT34	0.00873192
TMPRSS11F	0.00872855
GLDC	0.008726
PLOD2	0.00871883
DBR1	0.0087184
CALML6	0.00871817
POLK	0.00871786
MMP13	0.00871758
KIAA0196	0.00871731
KRTAP9-1	0.00871585
OR6K2	0.00871233
CASP7	0.00870878
APOA2	0.00870434
TERF2IP	0.00870321
BCL2L2	0.00870259
SDCCAG8	0.00869974
NUDT14	0.00869867
CHMP4C	0.00869683
ANKRD29	0.00869599
PKDCC	0.00869413
THAP9	0.00869079
NAA11	0.00868964
OR7G1	0.00868881
GPX8	0.00868871
COMMD5	0.00868816
SLC2A10	0.00868806
CAPNS2	0.00868525
SMYD4	0.00868521
HSD3B2	0.00868204
IMPG1	0.00868037
KCTD18	0.00867597
CETN3	0.0086746
KIAA0586	0.00867112
NSMCE2	0.00866515
PROCA1	0.00866325
PTCD1	0.00866269
NSMAF	0.00866162
FUT5	0.00866154
MANEA	0.00865965
PDCD2	0.0086574
NADSYN1	0.00865581
PLCB2	0.00865183
OR52D1	0.00864678
MRPL50	0.00864385
TBC1D32	0.0086425
PCDHGA5	0.00864128
C15orf53	0.00864007
BEST1	0.00864004
BAMBI	0.00863949
PNKP	0.00863276
STK10	0.00863084
HES3	0.0086303
TMC8	0.00862865
GMPPB	0.0086274
C6orf211	0.00862724
EDAR	0.00862616
GLP2R	0.0086248
C6orf15	0.00862072
ADH4	0.0086204
SDR39U1	0.00861736
PTCD2	0.00861574
MATN2	0.00861528
HTR3E	0.00861375
C2orf16	0.00861366
MFAP3	0.00861351
WDR17	0.00861236
LIMA1	0.00860722
GJB6	0.00860588
MOCS1	0.00860276
ISG15	0.00860274
OTOA	0.00860205
HGD	0.00860167
TSEN54	0.00859981
DDX56	0.0085973
GMPR	0.00859659
SEPT1	0.0085918
LRIG2	0.00858472
MIER2	0.00858338
TMEM258	0.00858218
SPARCL1	0.00857784
CSPP1	0.00856862
MRE11A	0.00856591
CCDC41	0.00856588
GYG2	0.00856555
KRT20	0.00856335
ZNF692	0.00856217
ARFGAP3	0.00856162
GPR18	0.00855683
C1QTNF7	0.00855448
ILVBL	0.00855312
NUDT6	0.0085523
SLCO6A1	0.00854967
LYZL4	0.00854575
KLRF1	0.00854531
HMGN5	0.00854523
C11orf53	0.00854393
REN	0.00854062
TRIM6-TRIM34	0.00853728
ELOVL2	0.00853705
CDON	0.00853442
NGRN	0.00853394
KIAA1161	0.00853367
IL18R1	0.00853252
SPRR2F	0.00853185
TNS1	0.00853065
PKD2L2	0.00852921
LRP11	0.00852837
BCAT1	0.00852617
AURKB	0.00852339
DLAT	0.00852323
NPHP1	0.0085217
ANKMY2	0.0085202
NUP210	0.0085179
RASD1	0.00851519
UBBP4	0.0085119
PROSER2	0.00851096
POR	0.00851001
NDUFV1	0.00850722
TRAPPC12	0.00850538
OR1D2	0.00849678
INSRR	0.0084962
MCM8	0.00849387
PI3	0.00849212
FEZ2	0.00849101
MED31	0.0084876
RAB15	0.00848511
ACOX2	0.00848261
ILDR1	0.00848029
ZFAND6	0.00847913
CEP128	0.00847581
EDEM1	0.00847158
EDEM2	0.0084711
KCNK18	0.00847036
RASAL1	0.00847005
OR13C9	0.0084642
NME9	0.00846382
ACRBP	0.00846195
ZKSCAN3	0.00845678
PPIC	0.00845646
SLCO4A1	0.00845642
GBAS	0.00845612
EMC2	0.00845444
PTCH2	0.00845254
MMP17	0.00844925
GDF3	0.00844178
CCDC65	0.00843072
KCNK10	0.00842958
NPHP3	0.00842735
ABRA	0.00841498
CATSPERB	0.00841268
CLN8	0.00841245
AKAP7	0.00841155
CTNNAL1	0.00840916
GABRR1	0.00840801
WDR59	0.00840571
TMCO5A	0.00840556
STXBP2	0.0084049
C3orf27	0.00840456
RP1-241P17.4	0.00840404
ZUFSP	0.00840361
KIAA0895	0.00840329
ZDHHC19	0.00840127
EPS8L1	0.0084006
FKBP10	0.00839866
TM4SF1	0.00839629
MFI2	0.00839534
EXPH5	0.00839376
TMEM126B	0.00839316
TMEM97	0.00839294
TAF1A	0.0083917
PPCDC	0.00838849
RBM34	0.00838663
KRTCAP2	0.00838004
DDX25	0.00837912
OPALIN	0.00837778
NOD1	0.00837624
DCLRE1B	0.0083745
ACSF2	0.00837418
ACADM	0.00837037
PPIH	0.00836862
PPP2R3C	0.00836271
SUCLG2	0.00836168
KIF20B	0.00835985
CEP250	0.00835912
SPACA3	0.00835809
TONSL	0.00835666
DIAPH3	0.0083558
RNF40	0.00835558
MAGIX	0.00835331
OMA1	0.00835293
GABARAPL2	0.0083529
SLC47A1	0.00835285
COL24A1	0.00835181
SLC7A10	0.00835165
RNASE7	0.00835054
KANK3	0.00834841
MOCS2	0.00834339
RAD51D	0.00834291
RFPL3	0.00833907
ENOPH1	0.00833838
MMP26	0.00833519
ASRGL1	0.00833494
FUT1	0.00833371
TTC24	0.00833348
EPHA8	0.00833216
RAPGEF3	0.00833005
ATP5SL	0.00832589
DCAF17	0.00832323
CALML3	0.00832133
LACTB2	0.00832083
NOM1	0.00831743
C17orf98	0.0083151
TMEM207	0.00831281
WDR88	0.00831131
ABHD14A	0.00831106
BCDIN3D	0.00831021
PYCR2	0.00830479
HADH	0.00830449
KNOP1	0.00830355
MFSD12	0.0083001
PSMG2	0.00829646
GAS2L3	0.00828984
ANKRD37	0.008289
EPOR	0.00828837
LRRC23	0.00828759
CAMK2B	0.00828615
CD200R1L	0.00828489
LCE1C	0.0082841
POLR3D	0.00828242
TMEM133	0.00827408
RNF39	0.00827342
EPGN	0.00826998
DPEP1	0.00826922
RAMP3	0.00826868
IDO1	0.00826742
KLRC4	0.00825862
NR1I2	0.00825736
C4orf51	0.00825566
C17orf58	0.00825522
COQ7	0.00825491
LRRC34	0.00825285
PGLS	0.00825005
ME2	0.00824877
CYP2A13	0.00824753
TJAP1	0.00824624
HOXD12	0.00823935
MT3	0.00823227
PDIA5	0.00823198
FAM53A	0.00822984
NUDCD2	0.00822975
FAM26E	0.00822767
PPA2	0.00822691
L3MBTL4	0.00822485
TICAM2	0.008224
KLK7	0.00822259
ERCC6-PGBD3	0.00822214
HAO1	0.00821966
TXNL4A	0.00821647
NRSN2	0.00821626
NADK	0.00820828
ATP2A1	0.0082074
AIF1L	0.0082064
TMED7-TICAM2	0.00820343
RSRC1	0.00820249
LRRC17	0.0082
GEN1	0.00819892
DHX35	0.00819864
ZMYND10	0.00819721
ITGAM	0.00819144
IAH1	0.0081899
GPR78	0.00818954
PINK1	0.00818938
GALC	0.0081873
GALE	0.00818637
GPATCH4	0.008184
KLHL26	0.00818369
CHST10	0.00818014
FAM167B	0.00817895
LCTL	0.0081788
ACE	0.00817874
FAM69B	0.00817859
ZP3	0.00817449
OR4K5	0.00817359
VTA1	0.00817264
ERMP1	0.0081696
DSN1	0.00816946
ANGPTL3	0.00816804
EGFLAM	0.00816738
SLC29A2	0.00816334
DPP3	0.00815701
SNX11	0.0081558
EIF2B2	0.00814816
IFT52	0.00814078
ZNF680	0.00814037
TSPAN2	0.00813729
ANGPTL1	0.0081352
OR5M8	0.00813447
SMG9	0.00813404
ALPP	0.00813335
EXOSC5	0.00813275
KIF25	0.00812914
ASAH1	0.00812383
COQ5	0.00812356
C6orf89	0.00812293
CAGE1	0.00812208
PRRG3	0.00811966
LMBRD1	0.00811513
DEPDC1	0.00811461
RLBP1	0.00811424
INPP5B	0.00811095
BBS12	0.00811021
IFT81	0.00810966
EXD2	0.00810888
KLKB1	0.00809829
NAA16	0.00809665
FAM20A	0.00809641
SLCO4C1	0.00809497
ZC3HAV1L	0.0080947
FAM177A1	0.00809351
GOLPH3	0.00809258
KRTAP12-1	0.0080924
AK7	0.00808869
PNPO	0.00808848
CDCA5	0.0080879
BTD	0.00808438
ZNF839	0.00807925
SPINT4	0.00807845
ORMDL1	0.00807645
IGJ	0.00807601
MKS1	0.00806957
MAP4K2	0.008068
MYO5C	0.00806753
SEC16A	0.00806697
SLC45A2	0.00806606
PLCH2	0.0080659
WDR96	0.00806526
FMN1	0.00806475
SPAG17	0.00805625
MRPS11	0.00804939
PCDHB13	0.00804815
CSRP1	0.00804438
ADCY7	0.0080403
CWC27	0.00804022
RHOT2	0.00803989
DZIP1	0.00803727
TMBIM4	0.00803666
LRRFIP2	0.00803658
SDE2	0.00803514
BNIP1	0.00803228
OVGP1	0.00803031
SLC26A3	0.00802903
DUS4L	0.00802416
DZIP3	0.00801531
CRAT	0.00801216
SLC22A3	0.00801147
TBRG1	0.00800408
FBP2	0.0080035
ZFP42	0.00799566
EIF4E3	0.00799483
TCEANC2	0.00799356
SV2C	0.00799341
TOMM7	0.0079931
TXNDC2	0.00799164
GGT5	0.00798992
ZNF33B	0.00798978
CD82	0.00798652
WDR62	0.00798592
SERPINE3	0.00798191
PLEKHH2	0.00798106
GGT1	0.00798097
EXTL2	0.00797946
TACR1	0.00797613
NMB	0.00797519
BBS5	0.00797517
URB2	0.00797474
ZNF16	0.00796892
GOLGA7B	0.00796689
TRH	0.00796638
FSHB	0.00796605
UBE3D	0.00796595
ORAI1	0.00796588
UMOD	0.0079653
PDCL2	0.00796074
AGK	0.00796013
CLDN14	0.00795836
CDK12	0.00795641
OR52N1	0.00795581
CIDEA	0.0079551
DSTYK	0.0079541
PWP1	0.00795196
ANO9	0.00795053
TOM1	0.00794942
ORC5	0.00794925
KNTC1	0.00794918
FAM220A	0.00794823
PRAP1	0.00794381
RGS4	0.00794318
HTR3A	0.00794185
ANKFN1	0.00794009
SLC24A1	0.00793735
TMBIM1	0.00793531
GYG1	0.00793174
STARD10	0.00793131
LAMC3	0.00792926
TRMT10A	0.00792911
ALOX12	0.00792754
OCIAD2	0.00792739
DKKL1	0.00792636
FAM160B2	0.00792415
ZNF573	0.00792279
ZNF98	0.00792158
TXNDC5	0.00792129
TRMU	0.00792062
TAMM41	0.00791709
APOBEC3C	0.00791665
HAVCR2	0.00791415
UBE2T	0.00791088
CLDN24	0.00790844
IFI27	0.00790808
PRF1	0.00790495
TMEM231	0.00790431
LYPD6B	0.00790404
MCCC2	0.00790384
FGA	0.0079036
BARD1	0.00790227
PRMT3	0.00790212
CDT1	0.00789565
SLC19A1	0.00789528
CD48	0.00789503
MCM7	0.0078942
NUCB1	0.00789306
C3orf67	0.00789059
UNC13D	0.00788885
SDC4	0.00788463
ALKBH2	0.0078779
KRBA1	0.00787551
HSD17B6	0.00787538
GBP6	0.00787515
USP36	0.00787388
TIPIN	0.00787157
RARRES1	0.00787114
RFX5	0.00786934
MTFR1	0.00786887
ERCC2	0.00786554
CRYGC	0.00786467
DYSF	0.00786464
CRELD1	0.00786445
ANKRD26	0.00786226
KIAA1143	0.00786034
FAM175A	0.00785873
SPIDR	0.00785843
TXK	0.00785745
WDR75	0.00785671
FIGF	0.00785614
BPIFB1	0.00785569
RTP3	0.00785511
WDR25	0.00785213
FCGR3A	0.00784964
TXNRD3NB	0.00784608
LDHAL6B	0.00784076
EGF	0.00783857
PABPC3	0.00783828
PRMT7	0.00783513
MDM1	0.00783488
BRCA1	0.00783466
CD14	0.00783348
MS4A1	0.0078299
CCDC151	0.00782865
KCNA10	0.00782057
RILP	0.00781863
EFCAB1	0.00781717
SLC22A18	0.00781213
LYZL6	0.00781137
SNAPC3	0.00780955
STOM	0.00780892
C2orf71	0.00780714
EVI5	0.00780465
PFKL	0.00780441
CCL18	0.00780414
GBP2	0.00780392
RRNAD1	0.00779851
TSTA3	0.00779827
ENPP5	0.007797
NDUFB9	0.00779417
SFRP4	0.00779351
KRT35	0.00779344
AUH	0.00779182
TRIM5	0.00779037
CAPZA3	0.00778944
DIS3	0.00778712
ADAMTS12	0.00778489
DYDC1	0.00777998
