gene	pDN	DN_pctl	pGOF	GOF_pctl	pLOF	LOF_pctl
PAH	0.65016	0.504297	0.543821	0.63727	0.341864	0.526933
PAICS	0.682262	0.401031	0.533901	0.657353	0.322406	0.58959
PAIP1	0.29846	0.967837	0.389698	0.862165	0.674028	0.103953
PAIP2	0.573879	0.704149	0.581667	0.56219	0.40257	0.370685
PAIP2B	0.709104	0.317751	0.670218	0.358016	0.238047	0.843162
PAK1	0.797221	0.104886	0.774952	0.126737	0.288897	0.697717
PAK1IP1	0.696914	0.353941	0.501792	0.712153	0.419506	0.333808
PAK2	0.472639	0.845225	0.590627	0.543531	0.668994	0.107341
PAK3	0.477316	0.841198	0.618385	0.48112	0.654099	0.116965
PAK4	0.743152	0.218414	0.747802	0.176577	0.377059	0.431034
PAK5	0.681872	0.40275	0.616196	0.486325	0.501026	0.227842
PAK6	0.753813	0.190327	0.742203	0.187822	0.352324	0.497324
PAK6-AS1	0.779411	0.135085	0.67069	0.35669	0.289717	0.6959
PALB2	0.512611	0.804027	0.379577	0.873067	0.543493	0.193224
PALD1	0.634514	0.552959	0.552581	0.620476	0.230913	0.857599
PALLD	0.715244	0.300712	0.626904	0.460447	0.43654	0.304591
PALM	0.578572	0.695507	0.647851	0.411589	0.453443	0.27999
PALM2	0.756978	0.18247	0.73463	0.203241	0.303397	0.651363
PALM2AKAP2	0.730797	0.256617	0.770914	0.133022	0.363093	0.469531
PALM3	0.481376	0.837466	0.588739	0.547803	0.433668	0.309011
PALMD	0.733893	0.247287	0.687654	0.314363	0.324402	0.583059
PALS1	0.655547	0.489713	0.650151	0.406727	0.381369	0.419691
PALS2	0.661712	0.46958	0.699965	0.284017	0.394306	0.388706
PAM	0.698617	0.348736	0.535411	0.653818	0.330486	0.562877
PAM16	0.718266	0.29261	0.553006	0.619347	0.253512	0.803339
PAMR1	0.536177	0.772993	0.555242	0.614289	0.493383	0.235453
PAN2	0.348595	0.940584	0.303722	0.936852	0.667411	0.108569
PAN3	0.396319	0.907685	0.390516	0.860987	0.809165	0.027449
PANK1	0.644113	0.523545	0.656395	0.392684	0.379045	0.425043
PANK2	0.670888	0.439381	0.500477	0.71451	0.435971	0.305475
PANK3	0.72727	0.266438	0.574159	0.577805	0.239783	0.837859
PANK4	0.37103	0.92659	0.364705	0.886717	0.593829	0.157623
PANO1	0.673373	0.431672	0.666838	0.366708	0.355228	0.489811
PANX1	0.73147	0.254211	0.788718	0.105082	0.215971	0.888191
PANX2	0.698332	0.349914	0.830953	0.053523	0.371375	0.44655
PANX3	0.721036	0.284901	0.745471	0.181341	0.203088	0.911711
PAOX	0.572548	0.707096	0.657577	0.389983	0.263716	0.776136
PAPLN	0.587756	0.674932	0.468776	0.764351	0.412854	0.347017
PAPOLA	0.229474	0.989836	0.337191	0.911466	0.79221	0.035895
PAPOLB	0.64401	0.523938	0.689981	0.308176	0.304797	0.647091
PAPOLG	0.397469	0.906506	0.462357	0.772453	0.657312	0.115149
PAPPA	0.527934	0.784238	0.592168	0.540044	0.346581	0.51397
PAPPA-AS1	0.694218	0.362534	0.715949	0.246256	0.450119	0.284704
PAPPA2	0.601312	0.644832	0.579066	0.56715	0.326527	0.575939
PAPSS1	0.619558	0.595237	0.608999	0.503118	0.312874	0.620378
PAPSS2	0.610681	0.620575	0.532965	0.659072	0.366234	0.461478
PAQR3	0.783494	0.127179	0.693564	0.299877	0.240801	0.835502
PAQR4	0.635418	0.549963	0.694111	0.29865	0.372342	0.44385
PAQR5	0.757544	0.180751	0.645906	0.416352	0.237953	0.843408
PAQR6	0.744421	0.215075	0.7123	0.255291	0.242845	0.831181
PAQR7	0.666357	0.454653	0.68098	0.331402	0.241687	0.834176
PAQR8	0.651808	0.500025	0.594889	0.533366	0.326871	0.574908
PAQR9	0.68076	0.406776	0.63003	0.453081	0.270685	0.754088
PARD3	0.496771	0.822097	0.458203	0.778001	0.750662	0.057992
PARD3B	0.725896	0.27071	0.624145	0.466536	0.455759	0.276749
PARD6A	0.738763	0.233489	0.744397	0.183501	0.390684	0.397397
PARD6B	0.534537	0.775694	0.579818	0.565726	0.626293	0.13646
PARD6G	0.729783	0.259514	0.686468	0.317113	0.435643	0.305819
PARG	0.434822	0.87837	0.293199	0.94304	0.53978	0.19617
PARK7	0.562989	0.726737	0.529111	0.666143	0.450955	0.283182
PARL	0.77261	0.147999	0.580555	0.564105	0.295701	0.676848
PARM1	0.612697	0.61478	0.645829	0.416597	0.247253	0.819936
PARN	0.551995	0.747017	0.403301	0.847778	0.363742	0.467616
PARP1	0.537972	0.770047	0.410662	0.838743	0.374015	0.438939
PARP10	0.626559	0.576528	0.71762	0.242868	0.241464	0.834569
PARP11	0.611001	0.619642	0.558188	0.609428	0.321139	0.594304
PARP12	0.641563	0.53204	0.651413	0.403585	0.270005	0.755954
PARP14	0.693575	0.365382	0.595961	0.530862	0.196245	0.924331
PARP15	0.760565	0.173828	0.588101	0.549325	0.217591	0.885097
PARP16	0.496704	0.822244	0.370519	0.881512	0.377236	0.430297
PARP2	0.606446	0.632016	0.428088	0.817334	0.300674	0.659563
PARP3	0.523761	0.790179	0.489153	0.73317	0.318663	0.602062
PARP4	0.761083	0.172649	0.603349	0.51559	0.200834	0.916622
PARP6	0.387955	0.913626	0.345334	0.904984	0.666603	0.109158
PARP8	0.590765	0.668205	0.409583	0.839971	0.439323	0.30081
PARP9	0.726685	0.268451	0.614803	0.489615	0.194946	0.926639
PARPBP	0.484009	0.83506	0.326657	0.919322	0.548118	0.189197
PARS2	0.748945	0.202897	0.490846	0.730469	0.27312	0.746084
PARVA	0.611989	0.616794	0.673649	0.348834	0.312823	0.620427
PARVB	0.654545	0.492364	0.605638	0.510484	0.302495	0.653818
PARVG	0.701153	0.341124	0.735467	0.201522	0.192731	0.930076
PASD1	0.555043	0.741272	0.486042	0.738129	0.50662	0.222882
PASK	0.512565	0.804174	0.539012	0.646845	0.527681	0.205843
PATE1	0.683505	0.397447	0.521621	0.679548	0.237555	0.844292
PATE2	0.593379	0.661969	0.590435	0.54412	0.186402	0.939995
PATE3	0.751489	0.196121	0.532232	0.660791	0.152097	0.977854
PATE4	0.712761	0.307243	0.483015	0.742843	0.181437	0.946919
PATJ	0.641655	0.531647	0.654117	0.397692	0.504395	0.224847
PATL1	0.417899	0.892266	0.361536	0.889369	0.695359	0.08986
PATL2	0.647798	0.512399	0.554387	0.616253	0.391845	0.394893
PATZ1	0.365279	0.930714	0.318872	0.925902	0.823405	0.021606
PAWR	0.636511	0.546722	0.495709	0.721483	0.572686	0.171422
PAX1	0.616933	0.602652	0.481113	0.745888	0.693428	0.090793
PAX2	0.646559	0.516769	0.404544	0.846059	0.721803	0.073607
PAX3	0.733646	0.24822	0.51133	0.695507	0.564397	0.177707
PAX4	0.795276	0.107832	0.662814	0.376676	0.340255	0.532089
PAX5	0.610679	0.620624	0.340919	0.908765	0.779618	0.042475
PAX6	0.583032	0.685441	0.384698	0.867125	0.785511	0.039332
PAX7	0.788609	0.119273	0.476005	0.753351	0.54095	0.195384
PAX8	0.570683	0.711024	0.340635	0.908814	0.783472	0.040069
PAX9	0.7153	0.300466	0.486084	0.738031	0.637256	0.128456
PAXBP1	0.37009	0.927228	0.353331	0.897668	0.677809	0.100958
PAXIP1	0.278809	0.976037	0.29025	0.944856	0.703271	0.084508
PAXX	0.599171	0.649644	0.306942	0.934348	0.340811	0.53042
PBDC1	0.516786	0.799362	0.536709	0.651412	0.386936	0.405352
PBK	0.603482	0.639725	0.688467	0.312301	0.344966	0.518733
PBLD	0.679173	0.411883	0.456153	0.780457	0.396759	0.383648
PBOV1	0.827454	0.067174	0.750612	0.170881	0.356139	0.487749
PBRM1	0.215665	0.992782	0.302978	0.937442	0.806483	0.02902
PBX1	0.451482	0.863491	0.201577	0.985122	0.843863	0.013995
PBX2	0.541725	0.763958	0.275779	0.953106	0.761418	0.052148
PBX3	0.742684	0.219691	0.396627	0.854063	0.583239	0.164056
PBX4	0.795667	0.107145	0.43087	0.813749	0.406129	0.362779
PBXIP1	0.62913	0.56877	0.596299	0.530174	0.368574	0.4548
PC	0.662936	0.46575	0.597412	0.527768	0.315099	0.612767
PCARE	0.638382	0.541517	0.662591	0.37751	0.410968	0.35124
PCBD1	0.707905	0.321581	0.64308	0.422293	0.337157	0.542008
PCBD2	0.810256	0.087994	0.638294	0.43344	0.239783	0.83781
PCBP1	0.317796	0.958753	0.369995	0.882249	0.824719	0.021262
PCBP2	0.331126	0.951682	0.333563	0.913921	0.832578	0.017874
PCBP3	0.587343	0.675816	0.501232	0.713184	0.669778	0.106752
PCBP4	0.713225	0.305917	0.5758	0.57427	0.458808	0.272772
PCCA	0.687792	0.383305	0.584412	0.556543	0.321009	0.594795
PCCB	0.791293	0.114166	0.545558	0.634225	0.273765	0.743481
PCDH1	0.500374	0.818021	0.613848	0.491873	0.623797	0.137589
PCDH10	0.616718	0.603192	0.691829	0.304149	0.577781	0.168721
PCDH11X	0.791637	0.113479	0.82065	0.063982	0.273794	0.743383
PCDH11Y	0.746003	0.211441	0.764649	0.145102	0.358029	0.48328
PCDH12	0.772848	0.147361	0.813683	0.073263	0.297802	0.66904
PCDH15	0.786888	0.121778	0.810459	0.076897	0.284102	0.712104
PCDH17	0.641138	0.533366	0.700843	0.282151	0.538608	0.197103
PCDH18	0.775416	0.142843	0.74491	0.182421	0.334526	0.549619
PCDH19	0.519838	0.794844	0.645521	0.417285	0.668056	0.108127
PCDH20	0.510533	0.806825	0.578624	0.568524	0.563123	0.178493
PCDH7	0.658573	0.47891	0.667447	0.36494	0.491161	0.237024
PCDH8	0.771189	0.1507	0.798733	0.092217	0.308594	0.634324
PCDH9	0.502048	0.81591	0.601525	0.519813	0.634166	0.131255
PCDHA1	0.849391	0.047483	0.820291	0.064522	0.269683	0.75728
PCDHA10	0.792605	0.111859	0.78405	0.111318	0.370185	0.450528
PCDHA11	0.794638	0.108765	0.774867	0.126786	0.379432	0.42411
PCDHA12	0.793069	0.111122	0.779984	0.117162	0.367369	0.45809
PCDHA13	0.796833	0.105475	0.785469	0.109305	0.362668	0.470808
PCDHA2	0.786438	0.122072	0.768866	0.137049	0.387507	0.404027
PCDHA3	0.794889	0.108372	0.784383	0.111024	0.379161	0.424748
PCDHA4	0.790669	0.115247	0.789749	0.1041	0.376423	0.432752
PCDHA5	0.828373	0.066241	0.753841	0.164154	0.331607	0.559637
PCDHA6	0.826558	0.068254	0.806733	0.081316	0.31681	0.606924
PCDHA7	0.849377	0.047533	0.816546	0.069777	0.282082	0.717947
PCDHA8	0.791723	0.113184	0.781642	0.114805	0.381865	0.417825
PCDHA9	0.796533	0.105868	0.786083	0.10847	0.367203	0.458532
PCDHAC1	0.790933	0.114756	0.753142	0.165824	0.325551	0.579327
PCDHAC2	0.623298	0.585269	0.661544	0.380064	0.588539	0.160913
PCDHB1	0.787629	0.120403	0.712312	0.255242	0.34581	0.516376
PCDHB10	0.871293	0.029659	0.83298	0.051019	0.213054	0.893837
PCDHB11	0.817342	0.078173	0.775613	0.125068	0.315694	0.610705
PCDHB12	0.837365	0.058237	0.806445	0.081807	0.273354	0.745249
PCDHB13	0.825765	0.069335	0.78098	0.115836	0.308358	0.635306
PCDHB14	0.815981	0.079745	0.786413	0.108127	0.315266	0.611932
PCDHB15	0.820329	0.074982	0.779205	0.118537	0.315946	0.609919
PCDHB16	0.840125	0.055831	0.783714	0.112202	0.285629	0.707783
PCDHB18P	0.717938	0.293494	0.664015	0.373189	0.396219	0.384581
PCDHB2	0.862639	0.036337	0.811706	0.075424	0.239861	0.837614
PCDHB3	0.820269	0.07508	0.779445	0.11834	0.297048	0.671299
PCDHB4	0.820262	0.075129	0.784836	0.110091	0.309941	0.629511
PCDHB5	0.857863	0.040363	0.814245	0.072575	0.247562	0.819151
PCDHB6	0.825698	0.069433	0.7825	0.113332	0.307633	0.637614
PCDHB7	0.814535	0.082347	0.791258	0.10248	0.321051	0.5945
PCDHB8	0.855073	0.042573	0.821099	0.063442	0.248214	0.817186
PCDHB9	0.83403	0.061085	0.777484	0.121581	0.303113	0.652099
PCDHGA1	0.856309	0.041296	0.788672	0.10523	0.252778	0.805598
PCDHGA10	0.858801	0.039725	0.793234	0.099534	0.263031	0.778001
PCDHGA11	0.848486	0.048122	0.766779	0.141174	0.276277	0.735134
PCDHGA12	0.865884	0.033734	0.794559	0.097373	0.254746	0.799951
PCDHGA2	0.806553	0.092561	0.752526	0.166855	0.357756	0.483869
PCDHGA3	0.859367	0.039136	0.795416	0.09644	0.25862	0.789786
PCDHGA4	0.8136	0.08328	0.78374	0.112055	0.339443	0.534888
PCDHGA5	0.860002	0.038547	0.802898	0.086767	0.256093	0.796759
PCDHGA6	0.810687	0.087356	0.776274	0.123791	0.345872	0.516229
PCDHGA7	0.816018	0.079696	0.761165	0.151584	0.33564	0.54628
PCDHGA8	0.824585	0.07066	0.75117	0.169507	0.336382	0.544071
PCDHGA9	0.860626	0.037908	0.791813	0.101449	0.257242	0.792978
PCDHGB1	0.85484	0.042769	0.789591	0.104297	0.261461	0.782175
PCDHGB2	0.815225	0.081021	0.772476	0.130616	0.326549	0.57589
PCDHGB3	0.838825	0.056715	0.757422	0.15782	0.283248	0.714903
PCDHGB4	0.855827	0.041689	0.799193	0.09148	0.256476	0.795335
PCDHGB5	0.842522	0.053621	0.781944	0.114265	0.284722	0.710336
PCDHGB6	0.862314	0.036631	0.799207	0.091431	0.25934	0.787626
PCDHGB7	0.85461	0.043113	0.785203	0.1096	0.272927	0.747017
PCDHGC3	0.802753	0.097422	0.759348	0.154481	0.332366	0.556641
PCDHGC4	0.640028	0.536754	0.639878	0.429659	0.569696	0.173926
PCDHGC5	0.821615	0.073705	0.776759	0.123005	0.292955	0.685293
PCED1A	0.657801	0.481954	0.494765	0.723152	0.312776	0.620575
PCED1B	0.698602	0.348834	0.430596	0.814387	0.302652	0.653229
PCF11	0.173087	0.997397	0.089073	0.999558	0.857703	0.009182
PCGF1	0.347916	0.941272	0.324985	0.920403	0.7537	0.055929
PCGF2	0.443337	0.871004	0.442888	0.79833	0.696916	0.088534
PCGF3	0.395794	0.908078	0.36376	0.887601	0.737744	0.065259
PCGF5	0.367761	0.928947	0.323834	0.921876	0.679847	0.099435
PCGF6	0.521475	0.79288	0.505312	0.706064	0.449805	0.285195
PCID2	0.676501	0.420575	0.44854	0.790965	0.348649	0.508176
PCIF1	0.212248	0.993175	0.194549	0.987331	0.771972	0.046207
PCK1	0.548927	0.752271	0.571656	0.583845	0.394379	0.388166
PCK2	0.499009	0.819347	0.45438	0.782814	0.486869	0.241493
PCLAF	0.480118	0.838547	0.260032	0.962092	0.512166	0.218561
PCLO	0.40639	0.90027	0.437117	0.80604	0.700043	0.086177
PCM1	0.589875	0.670808	0.546769	0.631476	0.4255	0.323251
PCMT1	0.508467	0.809084	0.431856	0.812816	0.499372	0.229315
PCMTD1	0.526104	0.78684	0.48641	0.737687	0.411777	0.349227
PCMTD2	0.626409	0.576872	0.634518	0.442082	0.297979	0.668647
PCNA	0.347197	0.941812	0.185494	0.990032	0.733285	0.067812
PCNP	0.428302	0.884017	0.360416	0.890498	0.710115	0.08053
PCNT	0.686102	0.388362	0.518152	0.68549	0.34021	0.532237
PCNX1	0.571722	0.708569	0.594326	0.534741	0.486122	0.242278
PCNX2	0.649445	0.506948	0.685224	0.319421	0.423047	0.327719
PCNX3	0.40314	0.902627	0.626902	0.460496	0.65473	0.116622
PCNX4	0.573247	0.705328	0.542326	0.640462	0.347935	0.509845
PCOLCE	0.736441	0.240412	0.677658	0.338964	0.271838	0.750061
PCOLCE2	0.690538	0.374122	0.592053	0.540241	0.378852	0.425829
PCOTH	0.807153	0.091579	0.8218	0.062411	0.29433	0.68112
PCP2	0.529311	0.781979	0.799989	0.090302	0.344067	0.521139
PCP4	0.749664	0.200884	0.8458	0.037712	0.165716	0.965382
PCP4L1	0.821817	0.073558	0.822939	0.06138	0.140392	0.985416
PCSK1	0.722196	0.281414	0.66365	0.37427	0.308329	0.635453
PCSK1N	0.490274	0.828922	0.556575	0.611932	0.43241	0.310877
PCSK2	0.473642	0.844439	0.437402	0.805598	0.62457	0.137343
PCSK4	0.74075	0.226467	0.683783	0.323447	0.32156	0.592733
PCSK5	0.744955	0.213602	0.688154	0.312939	0.280273	0.723644
PCSK6	0.66928	0.444488	0.626468	0.461233	0.375952	0.433783
PCSK7	0.685932	0.388903	0.715291	0.248367	0.332401	0.556445
PCSK9	0.576311	0.699681	0.542267	0.640609	0.417698	0.338129
PCTP	0.562878	0.726983	0.66296	0.376185	0.268491	0.761012
PCYOX1	0.469289	0.848269	0.56243	0.601424	0.355895	0.488436
PCYOX1L	0.446254	0.868745	0.468547	0.764694	0.401658	0.372698
PCYT1A	0.672608	0.434176	0.615185	0.488682	0.395079	0.386447
PCYT1B	0.469307	0.84822	0.598899	0.52492	0.619227	0.140683
PCYT2	0.706936	0.324675	0.749089	0.173533	0.270526	0.754677
PDAP1	0.782237	0.129732	0.616023	0.486816	0.36405	0.466781
PDC	0.73924	0.232016	0.596508	0.529585	0.277695	0.730223
PDCD1	0.596162	0.656224	0.664922	0.371323	0.365853	0.462313
PDCD10	0.455751	0.85971	0.464446	0.769605	0.635373	0.129929
PDCD11	0.651845	0.49973	0.547973	0.629168	0.344923	0.518831
PDCD1LG2	0.76607	0.161552	0.744959	0.182372	0.215795	0.888731
PDCD2	0.467415	0.850381	0.371595	0.88053	0.343311	0.523103
PDCD2L	0.561526	0.72988	0.296189	0.941566	0.352104	0.49806
PDCD4	0.622136	0.588903	0.551116	0.623472	0.362303	0.471741
PDCD5	0.846453	0.050528	0.456847	0.77972	0.256647	0.794549
PDCD6	0.858373	0.040118	0.850803	0.033243	0.220692	0.878566
PDCD6IP	0.406871	0.900025	0.35507	0.896293	0.563114	0.178542
PDCD7	0.586835	0.67724	0.67723	0.340388	0.403493	0.369212
PDCL	0.731501	0.254112	0.530455	0.664081	0.32422	0.583648
PDCL2	0.797274	0.104689	0.593516	0.537	0.230251	0.858728
PDCL3	0.785588	0.123349	0.669353	0.360324	0.233542	0.852296
PDE10A	0.534052	0.776577	0.647649	0.412325	0.561741	0.179376
PDE11A	0.700886	0.341812	0.746595	0.178738	0.386752	0.405794
PDE12	0.562134	0.728652	0.42441	0.822293	0.379131	0.424847
PDE1A	0.812249	0.08549	0.762834	0.148785	0.222792	0.874589
PDE1B	0.694105	0.363074	0.71078	0.258925	0.320692	0.596121
PDE1C	0.800369	0.100516	0.724184	0.226271	0.288887	0.697766
PDE2A	0.520737	0.793764	0.691672	0.304591	0.464167	0.26629
PDE3A	0.640861	0.534201	0.629785	0.45372	0.396125	0.384729
PDE3B	0.645236	0.520403	0.648784	0.409624	0.373927	0.439185
PDE4A	0.500231	0.81807	0.590719	0.543285	0.650898	0.118733
PDE4B	0.658378	0.479794	0.667349	0.365333	0.486433	0.242033
PDE4C	0.758878	0.17756	0.731827	0.208937	0.294846	0.679843
PDE4D	0.52797	0.78409	0.615294	0.488436	0.671212	0.106015
PDE4DIP	0.766685	0.160324	0.637687	0.435207	0.310343	0.628382
PDE5A	0.675521	0.424208	0.742775	0.186889	0.319546	0.599411
PDE6A	0.631128	0.562927	0.770059	0.134692	0.341161	0.529143
PDE6B	0.614568	0.609182	0.742399	0.187577	0.366852	0.459563
PDE6C	0.711857	0.309747	0.794146	0.097815	0.254508	0.800491
PDE6D	0.659351	0.476111	0.417102	0.830886	0.330034	0.564498
PDE6G	0.752005	0.194009	0.6466	0.414437	0.427043	0.320255
PDE6H	0.785844	0.122956	0.597242	0.528161	0.364217	0.466388
PDE7A	0.726053	0.27012	0.721847	0.233047	0.279988	0.724478
PDE7B	0.637358	0.544414	0.726822	0.21974	0.374129	0.438645
PDE8A	0.714944	0.301989	0.756169	0.160226	0.314489	0.614731
PDE8B	0.449083	0.865946	0.577173	0.571176	0.675181	0.10302
PDE9A	0.649526	0.506752	0.711418	0.257697	0.309608	0.63069
PDF	0.576847	0.698551	0.567606	0.592438	0.431644	0.312006
PDGFA	0.500002	0.818218	0.180472	0.99126	0.685319	0.095949
PDGFB	0.541621	0.764301	0.200452	0.985416	0.598133	0.155266
PDGFC	0.498982	0.819396	0.395718	0.855144	0.595058	0.157034
PDGFD	0.745185	0.212963	0.451184	0.786987	0.340546	0.531304
PDGFRA	0.522292	0.791996	0.690697	0.306506	0.520041	0.212374
PDGFRB	0.558226	0.735674	0.752187	0.167444	0.469706	0.261331
PDGFRL	0.515365	0.80108	0.449667	0.789344	0.474986	0.254751
PDHA1	0.381857	0.918782	0.375502	0.877388	0.686608	0.095163
PDHA2	0.756869	0.182912	0.616747	0.484606	0.301407	0.657452
PDHB	0.742168	0.22136	0.599404	0.523496	0.312038	0.622833
PDHX	0.673836	0.429757	0.572643	0.581341	0.39752	0.381684
PDIA2	0.641798	0.531205	0.684135	0.322612	0.283495	0.714166
PDIA3	0.467751	0.850086	0.510639	0.696342	0.526442	0.206678
PDIA4	0.664095	0.462116	0.606648	0.50793	0.280061	0.724282
PDIA5	0.731686	0.253769	0.676726	0.341616	0.233443	0.852541
PDIA6	0.65046	0.503167	0.590336	0.544513	0.280804	0.721876
PDIK1L	0.576997	0.698404	0.671274	0.355463	0.372223	0.44439
PDILT	0.733453	0.249055	0.757134	0.15836	0.154456	0.975644
PDK1	0.732501	0.25151	0.615765	0.487307	0.314555	0.614486
PDK2	0.736443	0.240363	0.68837	0.312644	0.270619	0.754383
PDK3	0.629174	0.568672	0.608942	0.503315	0.394085	0.389541
PDK4	0.719252	0.289713	0.661018	0.381635	0.309171	0.632359
PDLIM1	0.769293	0.154923	0.811467	0.075816	0.315835	0.610214
PDLIM2	0.757307	0.18139	0.732736	0.207169	0.343218	0.523447
PDLIM3	0.763745	0.166609	0.795993	0.095409	0.348139	0.509305
PDLIM4	0.511462	0.805745	0.699264	0.285686	0.633784	0.131402
PDLIM5	0.72916	0.261085	0.766678	0.141566	0.366979	0.459121
PDLIM7	0.589365	0.671643	0.666688	0.367248	0.55935	0.181341
PDP1	0.559156	0.734201	0.560264	0.605107	0.480114	0.248367
PDP2	0.645823	0.519028	0.597768	0.52713	0.346601	0.513823
PDPK1	0.359055	0.934495	0.48626	0.737933	0.680323	0.099042
PDPK2P	0.561901	0.729192	0.649513	0.4082	0.482406	0.245912
PDPN	0.721802	0.282494	0.659948	0.384434	0.176918	0.952615
PDPR	0.704127	0.332531	0.746285	0.179573	0.335379	0.547164
PDRG1	0.605129	0.635699	0.367473	0.884164	0.233439	0.852639
PDS5A	0.274407	0.977167	0.322261	0.923152	0.775568	0.044292
PDS5B	0.28792	0.972502	0.320468	0.924331	0.767646	0.048515
PDSS1	0.738479	0.234471	0.572968	0.580849	0.320068	0.598183
PDSS2	0.676392	0.421115	0.467755	0.765726	0.390287	0.398232
PDX1	0.66757	0.450086	0.598083	0.526246	0.489807	0.238301
PDXDC1	0.629038	0.569015	0.563036	0.600638	0.358379	0.482396
PDXDC2P	0.695307	0.358949	0.463902	0.770096	0.440253	0.299141
PDXK	0.53477	0.775301	0.412787	0.83619	0.477563	0.251166
PDXP	0.647398	0.513823	0.684371	0.321728	0.238416	0.842082
PDYN	0.754482	0.188952	0.608957	0.503265	0.316759	0.607316
PDZD11	0.666758	0.453081	0.610028	0.500712	0.413549	0.345642
PDZD2	0.424345	0.887356	0.456776	0.779917	0.70665	0.082445
PDZD4	0.570052	0.712202	0.603481	0.515247	0.655449	0.116327
PDZD7	0.627181	0.574712	0.664974	0.371176	0.504353	0.224994
PDZD8	0.269658	0.97864	0.428786	0.816695	0.703569	0.084311
PDZD9	0.742687	0.219642	0.728671	0.214928	0.374534	0.438055
PDZK1	0.625703	0.578984	0.724486	0.225927	0.409018	0.355512
PDZK1IP1	0.735462	0.24331	0.843303	0.039823	0.229134	0.860791
PDZK1P1	0.588614	0.672919	0.693653	0.299632	0.415082	0.342548
PDZRN3	0.423846	0.887601	0.517517	0.686668	0.699646	0.086423
PDZRN4	0.7052	0.329241	0.632359	0.44768	0.418012	0.337442
PEA15	0.354602	0.937147	0.731208	0.210214	0.481457	0.246894
PEAK1	0.591863	0.66575	0.551959	0.62136	0.472109	0.258139
PEAK3	0.601922	0.643359	0.66043	0.383059	0.43692	0.304149
PEAR1	0.64695	0.515247	0.68032	0.332826	0.362873	0.47012
PEBP1	0.649801	0.505573	0.496858	0.719863	0.325833	0.578051
PEBP4	0.620577	0.592536	0.514237	0.691628	0.25719	0.793027
PECAM1	0.664293	0.461478	0.684751	0.320746	0.32055	0.596661
PECR	0.77544	0.142794	0.494238	0.724085	0.27869	0.727474
PEDS1	0.694856	0.360668	0.636618	0.437712	0.253329	0.803977
PEF1	0.813333	0.083918	0.700401	0.283231	0.241673	0.834274
PEG10	0.47657	0.841836	0.650541	0.405892	0.516995	0.214584
PEG3	0.59537	0.657893	0.572255	0.582372	0.449186	0.28603
PELI1	0.436226	0.877339	0.218531	0.980211	0.641592	0.125608
PELI2	0.424066	0.887454	0.275121	0.9534	0.653011	0.117407
PELI3	0.575639	0.700908	0.418399	0.828971	0.458192	0.273558
PELO	0.568942	0.71451	0.328368	0.918488	0.324667	0.58193
PELP1	0.235717	0.988952	0.316293	0.927621	0.733822	0.06742
PEMT	0.689192	0.37918	0.771304	0.13263	0.2511	0.810017
PENK	0.792217	0.112448	0.578903	0.567493	0.245874	0.824012
PEPD	0.578965	0.694279	0.698972	0.286668	0.365426	0.463197
